spring_id,model,horizon,nse,mae,rmse,smape,emissions [kg CO₂],energy [kWh]
396192,BASELINE,1,0.8929622446203543,0.0065775345415332665,0.010225605407861226,4.238342558309811,4.016282050441101e-06,3.6244107591606516e-05
396192,BASELINE,2,0.8572706106435616,0.007737075666922908,0.011833281184036131,4.996277055689042,4.016282050441101e-06,3.6244107591606516e-05
396192,BASELINE,3,0.8224423235869533,0.008802030048572922,0.013234068281468187,5.692999177486437,4.016282050441101e-06,3.6244107591606516e-05
396192,BASELINE,4,0.7898092817625142,0.009764976549766113,0.014442344561026612,6.324641621468932,4.016282050441101e-06,3.6244107591606516e-05
396226,BASELINE,1,0.9853929451179663,0.001386392114495274,0.0017724335930050996,1.8125147356733486,3.893474823420577e-06,3.513585914359977e-05
396226,BASELINE,2,0.9813984855979185,0.0015689824230928884,0.002000204822782637,2.0468137417733803,3.893474823420577e-06,3.513585914359977e-05
396226,BASELINE,3,0.9767363868907689,0.001761402594763569,0.0022369337288449514,2.294004483971433,3.893474823420577e-06,3.513585914359977e-05
396226,BASELINE,4,0.9714617380367684,0.00196013245939096,0.0024776699865691307,2.5495886340646425,3.893474823420577e-06,3.513585914359977e-05
396291,BASELINE,1,0.9330916899470522,0.02747152304241846,0.04525410207057926,6.634418099721247,3.887319314748819e-06,3.508031002733295e-05
396291,BASELINE,2,0.908217846918265,0.03263965734665665,0.053001357874766515,7.913906991279953,3.887319314748819e-06,3.508031002733295e-05
396291,BASELINE,3,0.8819190183677079,0.03753653218093812,0.06011590186359418,9.132490547219493,3.887319314748819e-06,3.508031002733295e-05
396291,BASELINE,4,0.8545553592471606,0.04221765815490591,0.06671733520106704,10.302792973259264,3.887319314748819e-06,3.508031002733295e-05
396333,BASELINE,1,0.8212756849382946,0.0033511812369008864,0.005537678895344354,2.118040107650044,3.8733212630974016e-06,3.495398750223263e-05
396333,BASELINE,2,0.7957129284197116,0.0036821745916007773,0.005912961499759585,2.329971123539609,3.8733212630974016e-06,3.495398750223263e-05
396333,BASELINE,3,0.7736176446549321,0.003956476906097778,0.006217768232851745,2.5048335929390824,3.8733212630974016e-06,3.495398750223263e-05
396333,BASELINE,4,0.752341822595989,0.0041993862744308256,0.00650047665615995,2.6592823810182433,3.8733212630974016e-06,3.495398750223263e-05
396440,BASELINE,1,0.992816226786222,0.00020079465462887275,0.0003190405685533513,1.0170185997677994,4.026344455025651e-06,3.6334913682865134e-05
396440,BASELINE,2,0.9894956630568349,0.000242022750068116,0.00038580851024992355,1.226040572798463,4.026344455025651e-06,3.6334913682865134e-05
396440,BASELINE,3,0.9855645856217292,0.000283187861037814,0.00045229434149597506,1.4347195194248605,4.026344455025651e-06,3.6334913682865134e-05
