spring_id,model,horizon,nse,mae,rmse,smape,emissions training [kg CO₂],energy training [kWh],emissions inference [kg CO₂],energy inference [kWh],embedding_dim,dropout,learning_rate,architecture
395541,xLSTM,3,0.7873935926097223,0.02149703309113071,0.03522619447394201,28.760040820647337,0.0009237766680106521,0.008336431686195106,1.2397130288515904e-05,0.00011187534101465459,64,0.1,0.0001,only_slstm
395541,xLSTM,4,0.7341019380202417,0.025211912031325546,0.03948190401652717,32.949917323186675,0.0009237766680106521,0.008336431686195106,1.2397130288515904e-05,0.00011187534101465459,64,0.1,0.0001,only_slstm
395582,xLSTM,1,0.7347393499859785,0.0011208041593481167,0.0016608581072239247,43.22849441177854,0.0011831571222183453,0.010677157006626949,7.522174628464277e-06,6.788231083695157e-05,64,0.1,0.0001,only_mlstm
395582,xLSTM,2,0.4751185582340196,0.0015108769410632494,0.0023355316774115367,48.56451313319528,0.0011831571222183453,0.010677157006626949,7.522174628464277e-06,6.788231083695157e-05,64,0.1,0.0001,only_mlstm
395582,xLSTM,3,0.4532011098373816,0.0016407233900427383,0.0023834091423600807,52.04837608092784,0.0011831571222183453,0.010677157006626949,7.522174628464277e-06,6.788231083695157e-05,64,0.1,0.0001,only_mlstm
395582,xLSTM,4,0.2173462200346471,0.0021949811675799325,0.0028504420820976363,60.28609608970522,0.0011831571222183453,0.010677157006626949,7.522174628464277e-06,6.788231083695157e-05,64,0.1,0.0001,only_mlstm
395731,xLSTM,1,0.9787102886364998,0.0014186121539442012,0.002159523221002353,5.176170161556346,0.0010577238139064427,0.009545210030560252,1.791501818138042e-05,0.0001616703802961811,96,0.1,0.0001,only_slstm
395731,xLSTM,2,0.9602231388058926,0.0013825979267210217,0.0029569139955365332,4.749745524766269,0.0010577238139064427,0.009545210030560252,1.791501818138042e-05,0.0001616703802961811,96,0.1,0.0001,only_slstm
395731,xLSTM,3,0.9375460502413762,0.0017283965621041355,0.0037116492133223438,5.368798931336257,0.0010577238139064427,0.009545210030560252,1.791501818138042e-05,0.0001616703802961811,96,0.1,0.0001,only_slstm
395731,xLSTM,4,0.9213746506337226,0.0020544877737552337,0.004172499738149468,6.559410271464556,0.0010577238139064427,0.009545210030560252,1.791501818138042e-05,0.0001616703802961811,96,0.1,0.0001,only_slstm
395749,xLSTM,1,0.11287439161082757,0.0023959905589488214,0.0074707800826159495,3.7122247776953143,0.0008250119318320459,0.00744514972956039,5.9878560477491034e-06,5.4036169798840416e-05,64,0.1,0.001,only_mlstm
395749,xLSTM,2,0.014930978125649919,0.002679608821255827,0.007658079928222223,4.259960242598597,0.0008250119318320459,0.00744514972956039,5.9878560477491034e-06,5.4036169798840416e-05,64,0.1,0.001,only_mlstm
